time,SUSCEPTIBLE,EXPOSED,ASYMPTOMATIC,PREINFECTED,INFECTED,HOSPITALIZING,VENTILATING,RECOVERED,DEAD
0,20759,100,0,0,0,0,0,0,0
1,20759,100,0,0,0,0,0,0,0
2,20759,100,0,0,0,0,0,0,0
3,20759,100,0,0,0,0,0,0,0
4,20759,100,0,0,0,0,0,0,0
5,20759,100,0,0,0,0,0,0,0
6,20759,100,0,0,0,0,0,0,0
7,20759,100,0,0,0,0,0,0,0
8,20759,100,0,0,0,0,0,0,0
9,20759,100,0,0,0,0,0,0,0
10,20759,100,0,0,0,0,0,0,0
11,20759,100,0,0,0,0,0,0,0
12,20759,100,0,0,0,0,0,0,0
13,20759,100,0,0,0,0,0,0,0
14,20759,100,0,0,0,0,0,0,0
15,20759,100,0,0,0,0,0,0,0
16,20759,100,0,0,0,0,0,0,0
17,20759,100,0,0,0,0,0,0,0
18,20759,100,0,0,0,0,0,0,0
19,20759,100,0,0,0,0,0,0,0
20,20759,100,0,0,0,0,0,0,0
21,20759,100,0,0,0,0,0,0,0
22,20759,100,0,0,0,0,0,0,0
23,20759,100,0,0,0,0,0,0,0
24,20759,100,0,0,0,0,0,0,0
25,20759,100,0,0,0,0,0,0,0
26,20759,100,0,0,0,0,0,0,0
27,20759,100,0,0,0,0,0,0,0
28,20759,100,0,0,0,0,0,0,0
29,20759,100,0,0,0,0,0,0,0
30,20759,100,0,0,0,0,0,0,0
31,20759,100,0,0,0,0,0,0,0
32,20759,100,0,0,0,0,0,0,0
33,20759,100,0,0,0,0,0,0,0
34,20759,100,0,0,0,0,0,0,0
35,20759,100,0,0,0,0,0,0,0
36,20759,100,0,0,0,0,0,0,0
37,20759,100,0,0,0,0,0,0,0
38,20759,100,0,0,0,0,0,0,0
39,20759,100,0,0,0,0,0,0,0
40,20759,100,0,0,0,0,0,0,0
41,20759,100,0,0,0,0,0,0,0
42,20759,100,0,0,0,0,0,0,0
43,20759,100,0,0,0,0,0,0,0
44,20759,100,0,0,0,0,0,0,0
45,20759,100,0,0,0,0,0,0,0
46,20759,100,0,0,0,0,0,0,0
47,20759,100,0,0,0,0,0,0,0
48,20759,100,0,0,0,0,0,0,0
49,20759,100,0,0,0,0,0,0,0
50,20759,100,0,0,0,0,0,0,0
51,20759,100,0,0,0,0,0,0,0
52,20759,100,0,0,0,0,0,0,0
53,20759,100,0,0,0,0,0,0,0
54,20759,100,0,0,0,0,0,0,0
55,20759,100,0,0,0,0,0,0,0
56,20759,100,0,0,0,0,0,0,0
57,20759,100,0,0,0,0,0,0,0
58,20759,100,0,0,0,0,0,0,0
59,20759,100,0,0,0,0,0,0,0
60,20759,100,0,0,0,0,0,0,0
61,20759,100,0,0,0,0,0,0,0
62,20759,100,0,0,0,0,0,0,0
63,20759,100,0,0,0,0,0,0,0
64,20759,100,0,0,0,0,0,0,0
65,20759,100,0,0,0,0,0,0,0
66,20759,100,0,0,0,0,0,0,0
67,20759,100,0,0,0,0,0,0,0
68,20759,100,0,0,0,0,0,0,0
69,20759,100,0,0,0,0,0,0,0
70,20759,100,0,0,0,0,0,0,0
71,20759,100,0,0,0,0,0,0,0
72,20759,100,0,0,0,0,0,0,0
73,20759,100,0,0,0,0,0,0,0
74,20759,100,0,0,0,0,0,0,0
75,20759,100,0,0,0,0,0,0,0
76,20759,100,0,0,0,0,0,0,0
77,20759,100,0,0,0,0,0,0,0
78,20759,100,0,0,0,0,0,0,0
79,20759,100,0,0,0,0,0,0,0
80,20759,100,0,0,0,0,0,0,0
81,20759,100,0,0,0,0,0,0,0
82,20759,100,0,0,0,0,0,0,0
83,20759,100,0,0,0,0,0,0,0
84,20759,100,0,0,0,0,0,0,0
85,20759,100,0,0,0,0,0,0,0
86,20759,100,0,0,0,0,0,0,0
87,20759,99,1,0,0,0,0,0,0
88,20759,99,1,0,0,0,0,0,0
89,20759,99,1,0,0,0,0,0,0
90,20759,99,1,0,0,0,0,0,0
91,20759,99,1,0,0,0,0,0,0
92,20759,99,1,0,0,0,0,0,0
93,20759,99,1,0,0,0,0,0,0
94,20759,99,1,0,0,0,0,0,0
95,20759,99,1,0,0,0,0,0,0
96,20759,99,1,0,0,0,0,0,0
97,20759,98,1,1,0,0,0,0,0
98,20759,98,1,1,0,0,0,0,0
99,20759,98,1,1,0,0,0,0,0
100,20759,98,1,1,0,0,0,0,0
101,20759,98,1,1,0,0,0,0,0
102,20759,98,1,1,0,0,0,0,0
103,20759,98,1,1,0,0,0,0,0
104,20759,98,1,1,0,0,0,0,0
105,20759,98,1,1,0,0,0,0,0
106,20759,98,1,1,0,0,0,0,0
107,20759,97,2,1,0,0,0,0,0
108,20759,97,2,1,0,0,0,0,0
109,20759,97,2,1,0,0,0,0,0
110,20759,97,2,1,0,0,0,0,0
111,20759,97,2,1,0,0,0,0,0
112,20759,97,2,1,0,0,0,0,0
113,20758,97,3,1,0,0,0,0,0
114,20758,97,3,1,0,0,0,0,0
115,20758,97,3,1,0,0,0,0,0
116,20758,97,3,1,0,0,0,0,0
117,20758,97,3,1,0,0,0,0,0
118,20758,97,3,1,0,0,0,0,0
119,20758,97,3,1,0,0,0,0,0
120,20758,97,3,1,0,0,0,0,0
121,20758,97,3,1,0,0,0,0,0
122,20758,97,3,1,0,0,0,0,0
123,20758,97,3,1,0,0,0,0,0
124,20758,97,3,1,0,0,0,0,0
125,20758,97,3,1,0,0,0,0,0
126,20758,97,3,1,0,0,0,0,0
127,20758,97,3,1,0,0,0,0,0
128,20758,97,3,1,0,0,0,0,0
129,20758,97,3,1,0,0,0,0,0
130,20758,97,3,1,0,0,0,0,0
131,20758,96,4,1,0,0,0,0,0
132,20758,96,4,1,0,0,0,0,0
133,20758,96,4,1,0,0,0,0,0
134,20758,96,4,1,0,0,0,0,0
135,20758,96,4,1,0,0,0,0,0
136,20758,96,4,1,0,0,0,0,0
137,20758,96,4,1,0,0,0,0,0
138,20758,94,5,2,0,0,0,0,0
139,20758,94,5,2,0,0,0,0,0
140,20758,94,5,2,0,0,0,0,0
141,20758,94,5,2,0,0,0,0,0
142,20758,93,6,2,0,0,0,0,0
143,20758,93,6,2,0,0,0,0,0
144,20758,93,6,2,0,0,0,0,0
145,20758,93,6,2,0,0,0,0,0
146,20758,93,6,2,0,0,0,0,0
147,20758,93,6,2,0,0,0,0,0
148,20758,93,6,2,0,0,0,0,0
149,20758,93,6,2,0,0,0,0,0
150,20758,93,6,2,0,0,0,0,0
151,20758,93,6,2,0,0,0,0,0
152,20758,92,7,2,0,0,0,0,0
153,20758,92,7,2,0,0,0,0,0
154,20758,92,7,2,0,0,0,0,0
155,20758,92,7,2,0,0,0,0,0
156,20758,92,7,2,0,0,0,0,0
157,20758,92,7,2,0,0,0,0,0
158,20758,92,7,2,0,0,0,0,0
159,20758,92,7,2,0,0,0,0,0
160,20758,92,7,2,0,0,0,0,0
161,20758,92,7,2,0,0,0,0,0
162,20758,92,7,2,0,0,0,0,0
163,20758,92,7,2,0,0,0,0,0
164,20758,92,7,2,0,0,0,0,0
165,20758,92,7,2,0,0,0,0,0
166,20758,92,7,2,0,0,0,0,0
167,20758,92,7,2,0,0,0,0,0
168,20758,91,8,2,0,0,0,0,0
169,20758,91,8,2,0,0,0,0,0
170,20758,91,8,2,0,0,0,0,0
171,20758,91,8,2,0,0,0,0,0
172,20758,90,8,3,0,0,0,0,0
173,20758,89,9,3,0,0,0,0,0
174,20758,89,9,3,0,0,0,0,0
175,20758,89,9,3,0,0,0,0,0
176,20758,89,9,3,0,0,0,0,0
177,20758,89,9,3,0,0,0,0,0
178,20758,89,9,3,0,0,0,0,0
179,20758,88,10,3,0,0,0,0,0
180,20758,88,10,3,0,0,0,0,0
181,20758,88,10,3,0,0,0,0,0
182,20758,87,11,3,0,0,0,0,0
183,20758,87,11,3,0,0,0,0,0
184,20758,86,12,3,0,0,0,0,0
185,20758,86,12,3,0,0,0,0,0
186,20758,86,12,3,0,0,0,0,0
187,20758,85,12,4,0,0,0,0,0
188,20758,85,12,4,0,0,0,0,0
189,20758,85,12,4,0,0,0,0,0
190,20758,85,12,4,0,0,0,0,0
191,20758,85,12,4,0,0,0,0,0
192,20758,85,12,4,0,0,0,0,0
193,20758,85,12,4,0,0,0,0,0
194,20758,84,13,4,0,0,0,0,0
195,20758,84,13,4,0,0,0,0,0
196,20758,84,13,4,0,0,0,0,0
197,20758,83,13,5,0,0,0,0,0
198,20758,83,13,5,0,0,0,0,0
199,20758,83,13,5,0,0,0,0,0
200,20758,83,13,5,0,0,0,0,0
201,20758,83,13,5,0,0,0,0,0
202,20758,83,13,5,0,0,0,0,0
203,20758,83,13,5,0,0,0,0,0
204,20758,83,13,5,0,0,0,0,0
205,20758,83,13,5,0,0,0,0,0
206,20758,83,13,5,0,0,0,0,0
207,20758,83,13,5,0,0,0,0,0
208,20758,83,13,5,0,0,0,0,0
209,20758,83,13,5,0,0,0,0,0
210,20758,82,14,5,0,0,0,0,0
211,20758,81,14,6,0,0,0,0,0
212,20758,81,14,6,0,0,0,0,0
213,20758,81,14,6,0,0,0,0,0
214,20758,80,14,7,0,0,0,0,0
215,20758,80,14,7,0,0,0,0,0
216,20758,80,14,7,0,0,0,0,0
217,20758,80,14,7,0,0,0,0,0
218,20758,79,14,8,0,0,0,0,0
219,20758,79,14,8,0,0,0,0,0
220,20757,80,14,8,0,0,0,0,0
221,20757,80,14,8,0,0,0,0,0
222,20757,80,14,8,0,0,0,0,0
223,20757,80,14,8,0,0,0,0,0
224,20757,80,14,8,0,0,0,0,0
225,20757,80,14,8,0,0,0,0,0
226,20757,80,14,8,0,0,0,0,0
227,20757,80,14,8,0,0,0,0,0
228,20757,80,14,8,0,0,0,0,0
229,20757,79,15,8,0,0,0,0,0
230,20757,79,15,8,0,0,0,0,0
231,20757,79,15,8,0,0,0,0,0
232,20756,80,15,8,0,0,0,0,0
233,20756,80,15,8,0,0,0,0,0
234,20756,80,15,8,0,0,0,0,0
235,20756,80,15,8,0,0,0,0,0
236,20756,80,15,8,0,0,0,0,0
237,20756,80,15,8,0,0,0,0,0
