time,SUSCEPTIBLE,EXPOSED,ASYMPTOMATIC,PREINFECTED,INFECTED,HOSPITALIZING,VENTILATING,RECOVERED,DEAD
0,405161,195,0,0,0,0,0,0,0
1,405161,195,0,0,0,0,0,0,0
2,405161,195,0,0,0,0,0,0,0
3,405161,195,0,0,0,0,0,0,0
4,405161,195,0,0,0,0,0,0,0
5,405161,195,0,0,0,0,0,0,0
6,405161,195,0,0,0,0,0,0,0
7,405161,195,0,0,0,0,0,0,0
8,405161,195,0,0,0,0,0,0,0
9,405161,195,0,0,0,0,0,0,0
10,405161,195,0,0,0,0,0,0,0
11,405161,195,0,0,0,0,0,0,0
12,405161,195,0,0,0,0,0,0,0
13,405161,195,0,0,0,0,0,0,0
14,405161,195,0,0,0,0,0,0,0
15,405161,195,0,0,0,0,0,0,0
16,405161,195,0,0,0,0,0,0,0
17,405161,195,0,0,0,0,0,0,0
18,405161,195,0,0,0,0,0,0,0
19,405161,195,0,0,0,0,0,0,0
20,405161,195,0,0,0,0,0,0,0
21,405161,195,0,0,0,0,0,0,0
22,405161,195,0,0,0,0,0,0,0
23,405161,195,0,0,0,0,0,0,0
24,405161,195,0,0,0,0,0,0,0
25,405161,195,0,0,0,0,0,0,0
26,405161,195,0,0,0,0,0,0,0
27,405161,195,0,0,0,0,0,0,0
28,405161,195,0,0,0,0,0,0,0
29,405161,195,0,0,0,0,0,0,0
30,405161,195,0,0,0,0,0,0,0
31,405161,195,0,0,0,0,0,0,0
32,405161,195,0,0,0,0,0,0,0
33,405161,195,0,0,0,0,0,0,0
34,405161,195,0,0,0,0,0,0,0
35,405161,195,0,0,0,0,0,0,0
36,405161,195,0,0,0,0,0,0,0
37,405161,195,0,0,0,0,0,0,0
38,405161,195,0,0,0,0,0,0,0
39,405161,195,0,0,0,0,0,0,0
40,405161,195,0,0,0,0,0,0,0
41,405161,195,0,0,0,0,0,0,0
42,405161,195,0,0,0,0,0,0,0
43,405161,195,0,0,0,0,0,0,0
44,405161,195,0,0,0,0,0,0,0
45,405161,195,0,0,0,0,0,0,0
46,405161,195,0,0,0,0,0,0,0
47,405161,195,0,0,0,0,0,0,0
48,405161,195,0,0,0,0,0,0,0
49,405161,195,0,0,0,0,0,0,0
50,405161,195,0,0,0,0,0,0,0
51,405161,195,0,0,0,0,0,0,0
52,405161,195,0,0,0,0,0,0,0
53,405161,195,0,0,0,0,0,0,0
54,405161,195,0,0,0,0,0,0,0
55,405161,195,0,0,0,0,0,0,0
56,405161,195,0,0,0,0,0,0,0
57,405161,195,0,0,0,0,0,0,0
58,405161,195,0,0,0,0,0,0,0
59,405161,195,0,0,0,0,0,0,0
60,405161,195,0,0,0,0,0,0,0
61,405161,195,0,0,0,0,0,0,0
62,405161,195,0,0,0,0,0,0,0
63,405161,195,0,0,0,0,0,0,0
64,405161,195,0,0,0,0,0,0,0
65,405161,195,0,0,0,0,0,0,0
66,405161,195,0,0,0,0,0,0,0
67,405161,195,0,0,0,0,0,0,0
68,405161,195,0,0,0,0,0,0,0
69,405161,195,0,0,0,0,0,0,0
70,405161,195,0,0,0,0,0,0,0
71,405161,195,0,0,0,0,0,0,0
72,405161,195,0,0,0,0,0,0,0
73,405161,194,0,1,0,0,0,0,0
74,405161,194,0,1,0,0,0,0,0
75,405161,194,0,1,0,0,0,0,0
76,405161,193,0,2,0,0,0,0,0
77,405161,193,0,2,0,0,0,0,0
78,405161,193,0,2,0,0,0,0,0
79,405161,193,0,2,0,0,0,0,0
80,405161,193,0,2,0,0,0,0,0
81,405161,193,0,2,0,0,0,0,0
82,405161,193,0,2,0,0,0,0,0
83,405161,193,0,2,0,0,0,0,0
84,405161,193,0,2,0,0,0,0,0
85,405161,193,0,2,0,0,0,0,0
86,405161,193,0,2,0,0,0,0,0
87,405161,193,0,2,0,0,0,0,0
88,405161,193,0,2,0,0,0,0,0
89,405161,193,0,2,0,0,0,0,0
90,405161,193,0,2,0,0,0,0,0
91,405161,193,0,2,0,0,0,0,0
92,405161,193,0,2,0,0,0,0,0
93,405161,193,0,2,0,0,0,0,0
94,405161,193,0,2,0,0,0,0,0
95,405161,193,0,2,0,0,0,0,0
96,405161,193,0,2,0,0,0,0,0
97,405161,193,0,2,0,0,0,0,0
98,405161,193,0,2,0,0,0,0,0
99,405161,193,0,2,0,0,0,0,0
100,405161,193,0,2,0,0,0,0,0
101,405161,193,0,2,0,0,0,0,0
102,405161,193,0,2,0,0,0,0,0
103,405161,193,0,2,0,0,0,0,0
104,405161,193,0,2,0,0,0,0,0
105,405161,193,0,2,0,0,0,0,0
106,405161,193,0,2,0,0,0,0,0
107,405161,192,1,2,0,0,0,0,0
108,405161,192,1,2,0,0,0,0,0
109,405161,192,1,2,0,0,0,0,0
110,405161,192,1,2,0,0,0,0,0
111,405161,192,1,2,0,0,0,0,0
112,405161,192,1,2,0,0,0,0,0
113,405161,192,1,2,0,0,0,0,0
114,405161,192,1,2,0,0,0,0,0
115,405161,192,1,2,0,0,0,0,0
116,405161,192,1,2,0,0,0,0,0
117,405161,192,1,2,0,0,0,0,0
118,405161,192,1,2,0,0,0,0,0
119,405161,192,1,2,0,0,0,0,0
120,405161,191,1,3,0,0,0,0,0
121,405161,191,1,3,0,0,0,0,0
122,405161,191,1,3,0,0,0,0,0
123,405161,191,1,3,0,0,0,0,0
124,405161,191,1,3,0,0,0,0,0
125,405161,190,2,3,0,0,0,0,0
126,405161,190,2,3,0,0,0,0,0
127,405161,190,2,3,0,0,0,0,0
128,405161,190,2,3,0,0,0,0,0
129,405161,190,2,3,0,0,0,0,0
130,405161,189,3,3,0,0,0,0,0
131,405161,189,3,3,0,0,0,0,0
132,405161,189,3,3,0,0,0,0,0
133,405161,189,3,3,0,0,0,0,0
134,405161,189,3,3,0,0,0,0,0
135,405161,189,3,3,0,0,0,0,0
136,405161,189,3,3,0,0,0,0,0
137,405161,189,3,3,0,0,0,0,0
138,405161,189,3,3,0,0,0,0,0
139,405161,189,3,3,0,0,0,0,0
140,405161,189,3,3,0,0,0,0,0
141,405161,189,3,3,0,0,0,0,0
142,405161,188,3,4,0,0,0,0,0
143,405161,187,4,4,0,0,0,0,0
144,405161,187,4,4,0,0,0,0,0
145,405161,187,4,4,0,0,0,0,0
146,405161,187,4,4,0,0,0,0,0
147,405161,187,4,4,0,0,0,0,0
148,405161,186,4,5,0,0,0,0,0
149,405161,186,4,5,0,0,0,0,0
150,405161,186,4,5,0,0,0,0,0
151,405161,186,4,5,0,0,0,0,0
152,405161,186,4,5,0,0,0,0,0
153,405161,186,4,5,0,0,0,0,0
154,405161,186,4,5,0,0,0,0,0
155,405161,186,4,5,0,0,0,0,0
156,405161,186,4,5,0,0,0,0,0
157,405161,186,4,5,0,0,0,0,0
158,405161,186,4,5,0,0,0,0,0
159,405161,186,4,5,0,0,0,0,0
160,405161,186,4,5,0,0,0,0,0
161,405161,186,4,5,0,0,0,0,0
162,405161,186,4,5,0,0,0,0,0
163,405161,186,4,5,0,0,0,0,0
164,405161,186,4,5,0,0,0,0,0
165,405161,186,4,5,0,0,0,0,0
166,405161,186,4,5,0,0,0,0,0
167,405161,186,4,5,0,0,0,0,0
168,405161,186,4,5,0,0,0,0,0
169,405161,186,4,5,0,0,0,0,0
170,405161,186,4,5,0,0,0,0,0
171,405161,186,4,5,0,0,0,0,0
172,405161,186,4,5,0,0,0,0,0
173,405161,186,4,5,0,0,0,0,0
174,405161,186,4,5,0,0,0,0,0
175,405161,185,5,5,0,0,0,0,0
176,405161,184,6,5,0,0,0,0,0
177,405161,184,6,5,0,0,0,0,0
178,405161,183,6,6,0,0,0,0,0
179,405161,183,6,6,0,0,0,0,0
180,405161,183,6,6,0,0,0,0,0
181,405161,183,6,6,0,0,0,0,0
182,405161,182,6,7,0,0,0,0,0
183,405161,182,6,7,0,0,0,0,0
184,405161,181,7,7,0,0,0,0,0
185,405161,181,7,7,0,0,0,0,0
186,405161,181,7,7,0,0,0,0,0
187,405161,181,7,7,0,0,0,0,0
